,datetime,shape,duration (seconds),comments,latitude,longitude ,date,time
14720,1/15/1997 18:00,triangle,7200,4 lights in square formation in sky and small triangular craft seen at close range,38.5913889,-75.2916667,1997,18:00
58742,7/2/1997 21:00,circle,4,Traveling northbound on hwy 1 towards Davenport from Santa Cruz I noticed a white circular or round glowing object out the driverside w,37.0116667,-122.1908333,1997,21:00
1937,10/15/1997 19:00,triangle,300,I was walking my dog on a dark&#44 clear evening.  I sensed a weird feeling and looked up to the sky.  Above the tree tops&#44 I couldn&#39t mak,40.1938889,-74.0491667,1997,19:00
67134,8/17/1997 18:00,disk,17.0,A saucer in the sky. 500 Lights On Object0: Yes,42.2916667,-85.5872222,1997,18:00
67135,8/17/1997 22:30,triangle,10.0,the 4 of us saw a totally black triangle  shaped object  with no lights or sound fly over head blackining the stars out.,42.5,-96.4,1997,22:30
14721,1/15/1997 18:30,disk,180,pink/reddish glow with a gray round craft there was only one. It swayed back and forth and dissappeared.Jan. 15&#44 1997 approx. 5:30p,41.4872222,-120.5413889,1997,18:30
1940,10/15/1997 20:00,triangle,240,Triangular shaped object.,46.3311111,-123.6372222,1997,20:00
1943,10/15/1997 20:45,circle,600,Central Texas Sighting in Fall of 1997. Pulsing&#44 single craft at EXTREME SPEEDS.,32.2205556,-98.2019444,1997,20:45
58253,7/20/1997 20:00,triangle,300,Triangle craft flew right over me at 30mph - No Sound,40.9377778,-72.3013889,1997,20:00
47662,6/1/1997 07:00,circle,600,3 sightings that I&#39ve seen that I want you to know of,39.3994444,-84.5613889,1997,07:00
1936,10/15/1997 19:00,triangle,300,Saw 3 lights moving slowly over the foothills,40.0150000,-105.27,1997,19:00
58745,7/2/1997 21:30,triangle,1200,A Large triangular aircraft passed silently overhead. It had 4 lights in front&#44 a bright light underneath&#44 a wavelike column of yellow-,38.5788889,-122.5786111,1997,21:30
9064,11/14/1997 19:30,triangle,90,7 lights 1 amber at the point the remaining 6 were red with 3 down each side.It was huge and silent.It passed by extremely low in the v,48.9391667,-119.4344444,1997,19:30
14717,1/15/1997 11:30,disk,180,Small(er) craft hovering over a small woods &#44 possibly leaching power from large power lines,39.6005556,-82.9461111,1997,11:30
4635,10/26/1997 22:00,triangle,2,I spotted two triangular craft over the treetops........,35.2269444,-80.8433333,1997,22:00
9062,11/14/1997 17:34,triangle,1800,While outside at a basketball game&#44 several people and I saw ann oject rise straight up and hover then fly&#44 very low&#44 over our heads.,43.1125000,-84.9855556,1997,17:34
61224,7/3/1997 22:30,triangle,120,I saw a triangular aircraft moving slowly and noislessly East to West.,37.9886111,-84.4777778,1997,22:30
61630,7/4/1997 20:00,circle,5,It was something not from this world.,38.7291667,-89.8830556,1997,20:00
47661,6/1/1997 06:35,circle,25,i was only 3. the craft was round.a green glowing light on the side. it was close to the ground so i could see the abduction portal on,38.3241667,-85.4725,1997,06:35
12686,11/24/1997 22:55,triangle,480,tracked a triangular object with seven or eight lights hover for approx. 2-3 min. then travel eastward out of view.,28.0777778,-82.7638889,1997,22:55
60053,7/27/1997 02:00,triangle,300,My friend and I were chased by a triangular object while driving home from a late movie.  The object followed us all the way back to hi,39.9008333,-74.8238889,1997,02:00
61651,7/4/1997 21:30,triangle,60,we were outside lighting fireworks when way up in the sky we saw a triangular shaped &quot;thing&quot; that had lights. It was going very very sl,47.3075000,-122.2272222,1997,21:30
55369,7/1/1997 01:30,circle,5,Dear Sir&#44  In reference to the sighting in east texas.  I spoke with with my friend y((name deleted))  (903 XXX-XXXX).,32.3861111,-94.8755556,1997,01:30
9065,11/14/1997 19:55,disk,900,Saw hovering craft above SF Bay Area above Oakland Coliseum area.  Craft was saucer like from what we could see.  The top was unlit and,37.8044444,-122.2697222,1997,19:55
60761,7/30/1997 20:00,circle,600,Several bright lights that seemed to appear and disappear.  They were so bright they made the evening sky illuminate.  The clouds were,30.4013889,-86.8636111,1997,20:00
67131,8/17/1997 00:30,disk,300.0,This is the second incident&#44 nearly a year or so after my time in Haiti.&#9;One night in what I think is August 1997&#44 I was home in b,40.9294444,-75.3163889,1997,00:30
57500,7/17/1997 23:40,triangle,300,Slow moving triangle shaped craft with big white lights and a red pulsating light in the center flew about 300 feet over my car.,41.7636111,-72.6855556,1997,23:40
77954,9/27/1997 05:00,disk,900.0,A big disk with red and green lights on the rim was coming closer to the ground&#44 it&#39s body was the color of the sky.,38.3241667,-85.4725,1997,05:00
9397,11/15/1997 23:00,circle,240,Seven UFO&#39s zigzagging in formation across the night sky,40.7841667,-74.6972222,1997,23:00
9396,11/15/1997 23:00,circle,120,Seven UFO&#39s zigzagging across the night sky over Chester&#44 NJ,40.7841667,-74.6972222,1997,23:00
9395,11/15/1997 22:00,triangle,180,large slow moving triange-shaped aircraft flies over Eureka California... 1997,40.8022222,-124.1625,1997,22:00
9394,11/15/1997 21:30,triangle,15,Two triangular ships seen at night,42.7633333,-78.31,1997,21:30
9390,11/15/1997 18:30,triangle,900,THREE LIGHTS AT A TRANGULAR SHAPE. LIGHTS WHERE RED.,41.1563889,-80.5694444,1997,18:30
9388,11/15/1997 03:50,triangle,1200,Listened to radio on the way from San Jose to Reno&#44 NV.  We listened to Artbell on his AM talk radio.  We just viewed what we thought w,39.5297222,-119.8127778,1997,03:50
58252,7/20/1997 04:00,disk,180,I&#39ve seen a Saucer and it moved w/ light speed,37.3041667,-77.2875,1997,04:00
47674,6/1/1997 18:00,circle,40,Report of fire ball hovering above a city street.,34.0094444,-118.1044444,1997,18:00
48387,6/14/1997 00:00,triangle,180,My Child and friends were outside looking at stars when thay saw a triangle shape moving right over there heads than slow down than too,43.6122222,-116.3905556,1997,00:00
48200,6/13/1997 16:00,triangle,2400,I tried to get on to Art Bell on 1/17/04&#44 but could not. What compelled me to write was that a) I am a journalist&#44 and you talked about,34.0736111,-118.3994444,1997,16:00
12271,11/22/1997 20:45,triangle,900,out side of school medium(80-100&#39side) triange ship with light on each corner flying 20&#39over head,43.1125000,-84.9855556,1997,20:45
74706,9/15/1997 20:00,circle,180.0,Tire shaped object sighted in the woods of indiana had no lights and moved with purpose.,41.6347222,-84.9994444,1997,20:00
74705,9/15/1997 19:00,triangle,900.0,Traingle or 3 separate crafts in triang. formation over AFB bombing range.,33.8925,-80.5183333,1997,19:00
74704,9/15/1997 18:00,disk,300.0,Low-flying&#44 object prior to west to east moving severe storm on PA/OH border.,41.2122222,-80.4969444,1997,18:00
74701,9/15/1997 00:00,disk,300.0,Beautiful silver-colored flying saucer about the size of a round 18 wheeler with turquoise lights around perimeter seen.clearly in &#3997.,29.7630556,-95.3630556,1997,00:00
57291,7/16/1997 17:20,triangle,1200,day light sighting of a dark triangle,47.8108333,-122.3761111,1997,17:20
77517,9/25/1997 22:00,triangle,90.0,We observed a low flying craft (aprox.100yards up ) hovering over head and moving in a westerly direction. The movement was slow.,41.1108333,-112.0252778,1997,22:00
48391,6/14/1997 23:20,triangle,20,Trianglular lighted object sighted over Austin Texas 6-14-97 at 11:20 pm.Seen from the intersection of Hwy. 71 and Hwy. 620&#44 near Bee C,30.2669444,-97.7427778,1997,23:20
48202,6/13/1997 23:00,circle,30,two orange lights cossing back and forth from one another,28.5380556,-81.3794444,1997,23:00
49104,6/15/1997 21:00,triangle,60,Saw triangle craft&#44 news report says space junk&#44 not from my angle.,47.6063889,-122.3308333,1997,21:00
49099,6/15/1997 18:00,triangle,45,I saw a dark&#44 triangular craft gliding across the sky in Columbus&#44 Ohio.,39.9611111,-82.9988889,1997,18:00
49098,6/15/1997 18:00,disk,7200,Me and my frend saw a bright light.,41.0813889,-81.5191667,1997,18:00
3780,10/22/1997 15:00,disk,5,Silver saucer shaped craft seen clearly over Sierra Nevada mountains for a short time.,40.1713889,-120.3713889,1997,15:00
66442,8/15/1997 00:00,triangle,300.0,I observed a large triangle shaped object hovering above treetops on a clear night for about 5 minutes or more.,37.4452778,-86.0508333,1997,00:00
66446,8/15/1997 04:00,triangle,600.0,Observed silent&#44 slow moving craft moving in Northeasterly direction. Lost sight as it moved over hills.,39.2666667,-81.5616667,1997,04:00
66447,8/15/1997 05:40,disk,5.0,An object moving at a high rate of speed&#44 leaving a bright pink trail.,38.9536111,-94.7333333,1997,05:40
66448,8/15/1997 15:00,disk,2.0,Was taking pictures of the westerly New Hamphire mountains while hiking. Object was silent and appeared to be banking in the sky. It wa,43.9702778,-70.8038889,1997,15:00
55679,7/12/1997 13:00,disk,480,Saucer/lights&#44 no sound.  Lasted around 7 mins and it was daytime.,39.4808333,-84.4577778,1997,13:00
66455,8/15/1997 22:30,triangle,15.0,Low flying&#44 Silent&#44 triangular with four lights&#44 One steady light on each rounded corner and one swirling light in the center.,41.1108333,-112.0252778,1997,22:30
55373,7/1/1997 15:20,disk,60,UFO sighted in plain daylight cruising at low altitudeand without audible sound in Omaha.,41.2586111,-95.9375,1997,15:20
66456,8/15/1997 22:30,triangle,3.0,During our viewing of the Paleids meteor shower&#44 we viewed a large dark triangle craft appear out of no where and travel across the sky,20.8783333,-156.6825,1997,22:30
47690,6/1/1997 23:00,triangle,600,its been 10 years&#44 did anybody else see what i saw in shoreline washington,47.7558333,-122.3402778,1997,23:00
4214,10/24/1997 00:00,circle,10,Green&#44 luminous round object that had a dark vertical line (or absense of light)appeared suddenly descended and disappeared.,36.8466667,-76.2855556,1997,00:00
4215,10/24/1997 06:30,circle,180,Brightly lit circular object (circular light pattern) hovering 1 1/2 minutes and suddenly darting away faster than conventional aircraf,36.5330556,-82.3269444,1997,06:30
4217,10/24/1997 18:00,triangle,6,Witnessed black&#44 metallic UFO pass by airplane window at 28&#44000 feet.  Witnessed by several people in daylight.,29.7630556,-95.3630556,1997,18:00
4219,10/24/1997 22:05,circle,5,Circular object; leading edge visable and dull white;shape of crecent moon; heading nw to se; twice size of moon; no details other than,38.4405556,-122.7133333,1997,22:05
47686,6/1/1997 22:00,circle,20,Very low flying&#44 completly silent&#44 lights flashing&#44 in the middle of town and able to hover perfectly in one position.,40.6461111,-111.4972222,1997,22:00
47681,6/1/1997 21:00,triangle,30,Triangular object spotted between Gilboa and McComb.  No sound.  Light on each corner.,41.1075000,-83.7927778,1997,21:00
2500,10/17/1997 20:00,triangle,3600,Three triangular shapes with extended &quot;legs&quot; floating southwest over SW Colorado NW New Mexico mountains.,37.1150000,-107.6325,1997,20:00
77338,9/24/1997 14:30,disk,2.0,Saw from a car. Metallic saucer about 1 mile away.,43.2341667,-86.2483333,1997,14:30
56210,7/14/1997 14:30,circle,3600,Large&#44 circular craft encased in cluds and eventually &quot;joined&quot; with a smaller circle.  Hovered for approx 1 hour near the Gulf Shore. D,30.2458333,-87.7008333,1997,14:30
47679,6/1/1997 20:00,triangle,300,I was watching a few inmates who were on a small rec yard and it was dark out but we had a specific time for them to come in off the ya,34.6422222,-82.4561111,1997,20:00
53593,6/5/1997 16:00,disk,120,Sighting Over Brooklyn New York,40.7141667,-74.0063889,1997,16:00
18467,12/16/1997 02:30,triangle,120,a sharp geometrical(triangular shape) large&#44 low flying&#44bright lights and took place in san fernando valley- california 2:30 at night.,34.1733333,-118.5530556,1997,02:30
65896,8/14/1997 13:00,disk,45.0,I observed a shinny mettalic Disk Flying&#44  across the clear blue sky.,33.9311111,-117.5477778,1997,13:00
73432,9/1/1997 18:00,disk,900.0,walking my dog along the beach&#44I was taking pictures of the oyster boats with my digital camera&#44 when I viewed the pictures&#44 I found a,41.2280556,-72.9919444,1997,18:00
10905,1/1/1997 07:00,circle,35,3 circle shaped objects travelling due north.,37.6791667,-95.4569444,1997,07:00
52919,6/30/1997 01:00,triangle,20,I woke up balf a sleep shook x-husband said do you see the light? he raised up half way said &#39ya&#39 and he fell back to sleep i looked at,48.0633333,-114.0716667,1997,01:00
55376,7/1/1997 21:00,disk,180,A bright saucer UFO rose up from behind distant woods&#44 turned left and glided out of sight.,41.9269444,-73.9977778,1997,21:00
22494,1/25/1997 21:00,triangle,120,On a camping trip 3 triangle shaped objects were seen by myself and 7 other campers slowly drifting over&#44 almost surveying the landscap,44.6708333,-88.8891667,1997,21:00
11726,11/21/1997 17:00,triangle,10,While driving at dusk my daughter and I noticed an airplaine flying up in the sky w/ it&#39s lights on heading in an easternly dirtection,41.5500000,-71.4666667,1997,17:00
11727,11/21/1997 20:00,circle,300,A yellow white light flying back and forth at high speeds over a field.,43.4675000,-85.9419444,1997,20:00
55370,7/1/1997 01:30,circle,5,Two police officers&#44 out on a hunting expedition&#44 witness a dramatically bright &quot;fireball&quot; close to their position.,32.3861111,-94.8755556,1997,01:30
54229,6/8/1997 19:16,disk,360,Disc Shape. 3 witnesses. Flight was a little wobbly.,47.4830556,-122.2158333,1997,19:16
21432,12/31/1997 17:45,triangle,60,Triangle UFO near Gulfport&#44 MS 12/31/97,30.3672222,-89.0927778,1997,17:45
11528,11/20/1997 18:00,triangle,60,While driving west bound on Route 17 near Rock Hill&#44 New York&#44 my wife&#44son and myself saw a triangle shaped object moving across the hi,41.6258333,-74.5980556,1997,18:00
21295,12/30/1997 17:40,circle,5,glowing circular object about 30 degrees above the  southwestern horizon.  Was moving slowly down and had no trail like a meteorite. Ob,34.5361111,-117.2902778,1997,17:40
21296,12/30/1997 19:30,triangle,60,Saw triangle craft with 5 white lights on front and 1 red light on bottom. elev approx 500-1000 ft&#44 moving approx 50 mph in a SW direct,30.6322222,-87.0397222,1997,19:30
3600,10/2/1997 02:00,circle,120,My mother and I were driving down Alabama Hwy When a round silver shiny object appeared in My driver side window. It stayed right Besid,34.9158333,-85.1091667,1997,02:00
17278,12/1/1997 21:15,triangle,300,It was night and I saw large lights coming toward my house in Santa Cruz California.  I was standing outside in my driveway when I saw,36.9741667,-122.0297222,1997,21:15
17277,1/21/1997 19:15,triangle,600,A gold triangular shaped object with a red &quot;tail&quot; was seen hovering in the air west southwest of Blackwell&#44 OK.  It hovered for at leas,36.8044444,-97.2825,1997,19:15
17274,12/1/1997 00:00,circle,3600,I was watching Deep Space Nine which airs at 12pm when a unusual bright object caught my eye I quickly got up and looked out my front w,41.7000000,-71.4166667,1997,00:00
17279,12/1/1997 21:45,triangle,180,It was a clear starlit night when I noticed an object in the south-eastern sky.  At a distance I assumed it was an airplane on the flig,37.3394444,-121.8938889,1997,21:45
52921,6/30/1997 06:00,circle,1800,1997 Camarillo&#44 Calif.  huge bright light moved at a fast rate of speed then hovered over my car then disappeared. 30 min. pos. 5/31/06,34.2163889,-119.0366667,1997,06:00
64954,8/1/1997 22:00,disk,180,Two saucer shaped silver metal crafts with opposite spinning white and red lights on top of each other,28.0777778,-82.7638889,1997,22:00
50594,6/21/1997 00:00,disk,3600,I saw a disc shaped object glowing with a very bright&#44 white light.  It was the brightest and softest light I have ever seen.  Even tho,42.2830556,-87.9530556,1997,00:00
18249,12/15/1997 01:00,disk,10,BRASS  UPSIDE  DOWN CUP AND SAUCER. GREEN AND WHITE LIGHTS. ANIMATED OBJECTS MOVING ABOUT.  BUSINESS -LIKE.,48.1191667,-96.1808333,1997,01:00
52407,6/29/1997 22:09,triangle,900,One object&#44 triangular (V-shaped) with 3 yellow lights&#44 one at center of the V and one on each side at the end&#44 with red lights at each,33.8333333,-111.95,1997,22:09
52220,6/28/1997 18:00,disk,60,I was at a friend&#39s house sitting on the back patio.  The time of day was sunset&#44 although it was still bright out.  I was sitting down,39.9241667,-83.8088889,1997,18:00
51861,6/26/1997 23:05,disk,35,Object flew towards us from S.E. and then parallel to us at 75 mph. Appox. 8 lights on outer circumference of disk shape&#44 only lights v,40.7372222,-114.0366667,1997,23:05
52045,6/27/1997 00:50,triangle,120,Clear night &amp; sky - no other aircraft.  Saw strange lights in NE not like regular aircraft. Am trucker&#44 kept catching glimpse of lights,45.4983333,-122.4302778,1997,00:50
18254,12/15/1997 22:30,disk,900,Saw Disk-like object above trees.  Hovering then doing a oval orbit.  Watch for about 10-15 minutes.  Disapeared behind tree line.,44.2300000,-69.7758333,1997,22:30
18253,12/15/1997 22:00,circle,20,I looked outside my window and saw a circular object fly overhead. It had red and green lights in the front,41.4088889,-75.6627778,1997,22:00
18250,12/15/1997 03:30,disk,600,I was retiring for the night and got into bed. The room was dark and the window was slightly open. As I turned my head to the left as I,41.7858333,-88.1472222,1997,03:30
18255,12/15/1997 23:35,circle,180,A large solid noiseless object&#44 possibly round&#44 with four lights&#44 passed slowly over a residential neighborhood in Marlette&#44 MI.  It ha,43.3269444,-83.0802778,1997,23:35
50597,6/21/1997 11:28,triangle,300,There was a flash of blue light in the sky&#44 and then it disappeared,43.8486111,-73.4238889,1997,11:28
20657,12/26/1997 22:30,triangle,45,3&#44 medium blue&#44 grapefruit-sized lights in a triangular formation in the sky.  It moved rapidly a short distance and then stopped in th,38.6369444,-77.3113889,1997,22:30
52046,6/27/1997 20:00,triangle,1215,To whom it may concern&#44 my name is((Name deleted)). On the night of June 27&#44 1997&#44 me and my friend (Deleted) saw a U.F.O.  I can tell,40.7163889,-73.3222222,1997,20:00
19244,12/20/1997 02:24,triangle,15,IT WAS ABOUT 2:20 IN THE MORNING I SEEN A DARK OBJECT ABOUT 40-45 FEET IN THE AIR.IT PASSED RIGHT ABOVE MY HEAD FLYING ABOUT THE PA,37.3394444,-121.8938889,1997,02:24
19536,12/2/1997 20:00,disk,60,Craft was smaller than light aircraft was flying very low and seemed it was decending. It had 5 very bright lights 4 being red on the o,43.2508333,-83.7941667,1997,20:00
76046,9/20/1997 22:15,triangle,1320.0,lights in the shape of a &quot;V&quot; were observed by approx 12 people&#44 nobody had an explanation of what they saw&#44 and nobody had ever seen su,32.9627778,-117.035,1997,22:15
20424,12/25/1997 09:00,disk,7200,12-25-97 a disk shaped U.F.O. - top half silver&#44 bottom black - hovered over Eagle Rock from 9am to 11am.,34.0522222,-118.2427778,1997,09:00
64952,8/1/1997 13:00,circle,60,Picture reveals UFO in the background,39.7391667,-104.9841667,1997,13:00
49486,6/16/1998 23:30,circle,600,Friends were sitting in back yard talking and all of the sudden they start yelling to get a camera.  When my friend walks out she spott,39.9794444,-77.2230556,1998,23:30
66478,8/15/1998 23:30,triangle,120.0,8/15/98 SILVERWOOD LAKE &#44 CA. TRIANGLE SHAPED VEHICLE W/ LIGHTS BUZZING SOUND. 45 SECONDS 3/21/2011,34.2419444,-117.2847222,1998,23:30
66477,8/15/1998 23:00,triangle,120.0,clearly saw 3 green triangles in V formation,38.9783333,-76.4925,1998,23:00
9406,11/15/1998 20:00,disk,180,My husband and I were driving to the drycleaners when my husband says &quot;What the heck is that?&#33&quot; I look up and in the sky in the derecti,40.5186111,-74.4125,1998,20:00
77108,9/23/1998 09:30,disk,600.0,silver disk approx size of moon with 2 black rings traveling east to west,37.3341667,-79.5233333,1998,09:30
77104,9/23/1998 00:45,circle,5.0,Bluish-green ball of light&#44 moving from the east to the west.  Object had a tail.,43.7486111,-87.9769444,1998,00:45
41844,5/12/1998 21:00,disk,180,Last night we had severe thunderstorms. I was 7 or 8 minutes from home and out in the country. To my right up in the clouds I thought I,41.0030556,-87.9080556,1998,21:00
44855,5/29/1998 01:30,triangle,45,Strange Humming sound&#44 similar to high tension wires&#44 floated northeast to southwest crossed river(ohio) slowly&#44 low(50 meters) lights,39.1525000,-84.7480556,1998,01:30
44857,5/29/1998 04:45,disk,7,While inbound on Amer. Airlines Flt. 1409 from Atlanta to Dallas&#44 just north of Dallas&#44 @4&#44000 feet&#44 I saw a small disk like object 2&#39x,32.7833333,-96.8,1998,04:45
10112,11/17/1998 01:30,triangle,120,We were watching the leonoid showers and there was a big meteor that I see I was looking to the north and it seem to appere from no whe,36.8050000,-98.6661111,1998,01:30
45458,5/4/1998 00:00,disk,660,red and blue strobe lights circling the ufo,32.7152778,-117.1563889,1998,00:00
10116,11/17/1998 04:30,triangle,60,Flying V seen by multiple wintesses in during meteor shower.,27.9472222,-82.4586111,1998,04:30
10117,11/17/1998 04:35,circle,10,looked like a large star&#44 moved for a couple seconds then shot out into space.,38.5816667,-121.4933333,1998,04:35
67958,8/20/1998 22:30,disk,180.0,4 disks looked as if they were playing a game of &quot;chicken&quot; in the sky above a lake.,42.3608333,-85.8794444,1998,22:30
42451,5/15/1998 23:30,triangle,900,It was about 11:30 at night&#44 when my brother came into my room and told me to look out my window. He seemed very excited but also a lit,38.3500000,-104.7222222,1998,23:30
42452,5/15/1998 24:00,triangle,60,Black Triangle over apple trees.,43.1536111,-76.8788889,1998,24:00
45157,5/31/1998 21:30,triangle,60,it was past dusk ant the oject was flying northwest to south east tward th portland area,45.6388889,-122.6602778,1998,21:30
10115,11/17/1998 04:30,disk,300,@ approx. 4;30 AM MY SISTER IN LAW WAS UP DOING SOME LATE NIGHT PAPER WORK WHEN HER ATTENTION WAS GOTTEN BY A BRIGHT LIGHT IN THE SKY.,38.9333333,-119.9833333,1998,04:30
49129,6/15/1998 21:00,disk,900,My first and only UFO sighting in Nottingham Village on Delancy Drive,40.1044444,-74.9516667,1998,21:00
42448,5/15/1998 20:00,triangle,300,Triangular object hovered in evenig sky,38.6772222,-87.5286111,1998,20:00
49131,6/15/1998 22:00,triangle,3600,It was a triangular shaped vessel that gave off a light blue light. It was night so I couldn&#39t tell much more.,37.6577778,-85.5911111,1998,22:00
25360,1/9/1998 18:30,triangle,5400,multiple craft of various shapes. All with red &amp; white lights&#44 some pulsing&#44 some strobe. Silent. Eventually chased off by jets. Moveme,40.2452778,-75.65,1998,18:30
10118,11/17/1998 05:00,triangle,240,Triangular shaped noiseless craft flew over head at approx 150 feet heading south by south west from my location.,41.5236111,-90.5775,1998,05:00
45293,5/3/1998 21:00,triangle,180,Large dark triangle hovers&#44 then moves off silently,36.1750000,-115.1363889,1998,21:00
67955,8/20/1998 19:00,triangle,30.0,I TOOK ABOUT 30 SECONDS OF WHAT I BELIEVE TO BE EXCELLENT FOOTAGE OF A UFO.,48.0519444,-122.1758333,1998,19:00
10123,11/17/1998 19:25,triangle,30,I was watching for the leonids meteors before going into work. I saw three lights (dim&#44 like distant stars) in a triangular formation.,34.8150000,-92.2241667,1998,19:25
10124,11/17/1998 19:50,circle,15,we saw a circular craft with large windows or lights in a mist slowly moving near us.,34.7463889,-92.2894444,1998,19:50
10129,11/17/1998 21:30,triangle,15,OBSERVED TRANSLUCENT TRIANGULAR OBJECT MOVING NORTH TO SOUTH DIRECTLY OVERHEAD&#44 APPROXIMATELY TWO HAND WIDTHS WIDE.,29.1380556,-80.9958333,1998,21:30
21438,12/31/1998 21:31,disk,300,I was standing on top of Parking Garage&#44 looked up at sky&#44 so.east&#44 and saw to look like 12-15 disk&#44 silver in color&#44 and perfectly cir,36.1750000,-115.1363889,1998,21:31
49125,6/15/1998 14:00,circle,60,On a partly cloudy day&#44 a shiney&#44 silver ball hovered and then shot straight across the sky moving south at great speed.,42.9005556,-78.6705556,1998,14:00
46173,5/8/1998 21:40,triangle,900,At night looked like rocket with bright tail launched 200 miles north near NASA but in 7 minutes it was above us.  Front nose with brig,26.2375000,-80.125,1998,21:40
77114,9/23/1998 21:00,disk,60.0,I was standing in my driveway&#44 I looked up and saw a circular craft coming into view from a northwest direction.  The size was like som,30.2669444,-97.7427778,1998,21:00
8644,11/12/1998 02:00,disk,600,Observed a disk-shaped object completing unbelievable maneuvers to the SE above the city of Bend&#44 Oregon. Object hovered&#44 did split sec,44.0583333,-121.3141667,1998,02:00
67954,8/20/1998 15:00,triangle,600.0,4 triangular objects hovering in clear sky&#44 almost invisible to the eye.,34.1975,-119.1761111,1998,15:00
67142,8/17/1998 22:30,triangle,5.0,UFO over a failed Laser Light show at Six Flags Park.,42.9019444,-78.3505556,1998,22:30
24475,1/4/1998 23:45,circle,300,I was going south on hwy 41 just before Briley pkwy exit. saw circular craft with row of lights on leading edge slowly drift across hwy,36.1658333,-86.7844444,1998,23:45
46171,5/8/1998 19:15,triangle,600,I was waiting for the Bx32 bus with my wife; I looked up at the sky and saw two small triangular-shaped craft flying two-three hundred,40.7141667,-74.0063889,1998,19:15
27307,2/19/1998 19:05,triangle,15,In the northern sky i saw 3 white lights (small&#44 as in the average aircraft seen at night) with a red&#44 flashing light between the two c,38.8461111,-77.3066667,1998,19:05
27306,2/19/1998 00:01,triangle,1800,I  woke  up&#44 do  to  the  moonlight  shining  in  my  eyes. And  I  looked  out  the  window  and  saw  a  kind  of  yellow  ball  movi,37.5850000,-79.0516667,1998,00:01
67138,8/17/1998 08:00,circle,420.0,I was standing in my driveway getting into my car when it happened.  My back started to get extremly hot&#44 it felt like I was getting a,37.8172222,-96.8619444,1998,08:00
41841,5/12/1998 01:00,circle,120,high altitude&#44very fast,46.7208333,-92.1038889,1998,01:00
8648,11/12/1998 21:00,triangle,15,Large silent flying triangle craft heads over town.,41.7675000,-76.4430556,1998,21:00
8651,11/12/1998 21:30,triangle,5,Triangle shaped lights moving very very fast,39.7047222,-105.0808333,1998,21:30
8653,11/12/1998 24:00,circle,180,Falcon 2000 Corporate flight crew spots strobe WELL above their cruise altitude of 45&#44000 feet...  unknown source to air traffic contro,38.2541667,-85.7594444,1998,24:00
8645,11/12/1998 02:25,triangle,180,back oObserved a boomerang shaped object travelling roughly S to N at 2:18 a.m. looking toward the east. The object was pale&#44 luminous,42.8666667,-106.3125,1998,02:25
10121,11/17/1998 18:30,triangle,360,I was surprised to noticed a large black triangular-shaped-wingless object cross the road directly in front of me flying about twenty f,39.7286111,-121.8363889,1998,18:30
7897,11/11/1998 21:45,triangle,135,Slow fliying&#44 triangular shaped object&#44 that moved from the horizon&#44 overhead&#44 until it vanished from sighton the opposite horizon,34.3663889,-89.5191667,1998,21:45
5675,10/31/1998 10:00,circle,10,It was gray and did not move or have any light to it.,61.2180556,-149.9002778,1998,10:00
24666,1/5/1998 20:00,triangle,300,One night going to a friends house&#44I was walking. Then I seen something very bright&#44i could not reconize it.,42.2527778,-73.7913889,1998,20:00
45852,5/6/1998 23:30,triangle,90,2 unknown flying objects moving&#44 far too complex for a plane. There is no area around where missles would be launched,40.4258333,-89.7791667,1998,23:30
7896,11/11/1998 21:45,circle,15,I work for the airport here. A man (who sounded legit)called to report a u shape formation of 4 craft flying low &amp; silently&#44 tan in col,36.9902778,-86.4436111,1998,21:45
75243,9/17/1998 21:35,disk,30.0,We were looking out my window&#44 and there it was&#44 just sitting there&#44 making no sound and hovering at around 25 feet up&#44 and it dissapea,41.5261111,-87.8891667,1998,21:35
6847,10/7/1998 22:05,triangle,120,Silent triangle shaped ufo up close and personal,30.2383333,-90.92,1998,22:05
55385,7/1/1998 24:00,circle,900,Observed from Roseville&#44 Ca. and Sierra Nevada mountains&#44,38.7522222,-121.2869444,1998,24:00
3987,10/23/1998 17:00,disk,420,Three disc shaped objects with 2 C Shaped formations extending from each side. Objects were hovering motionless &amp; in an instant vanishe,42.9763889,-88.1083333,1998,17:00
55383,7/1/1998 20:45,triangle,120,While on the roof of a 10 story building&#44 looking north/east&#44 I saw what appeared to be a trangle object flying very slow&#44 then increas,36.7477778,-119.7713889,1998,20:45
13765,11/30/1998 05:32,circle,30,At 0532 this morning&#44 I was speaking to my best friend in the drivway of my home.  We saw a bright circular object in the middle of the,31.6277778,-110.3333333,1998,05:32
11535,11/20/1998 20:00,triangle,600,Triangle shaped object traveling slowly over Colorado neighborhood,39.7294444,-104.8313889,1998,20:00
13764,11/30/1998 01:00,triangle,600,saw 2 very bright objects in western sky&#44 one disappearing from view somehow (not sure where it went) the other object was huge&#44 triang,42.2711111,-89.0938889,1998,01:00
54658,7/10/1998 22:00,disk,180,summer of 98... saucer shaped ufo with bright blue lights sighted,44.6119444,-73.0091667,1998,22:00
11538,11/20/1998 22:30,triangle,30,A Triangle shape Reflection&#44 appearing as watery glass,36.2841667,-82.1727778,1998,22:30
54907,7/11/1998 22:43,circle,1,Yellow circle in northeast sky moving northward,41.9352778,-87.8655556,1998,22:43
