,datetime,shape,duration (seconds),comments,latitude,longitude ,date,time
26351,2/14/1990 19:30,triangle,1800,Three bright lights in a huge triangle shaped pattern over I-80 moving to the East from Iowa into Illinois,41.5236111,-90.5775,1990,19:30
64161,8/10/1990 21:30,triangle,1800,In moonless but bright star country sky&#44 Dark Triangular shape follows family  in car.,29.6341667,-83.1252778,1990,21:30
42392,5/15/1990 13:35,circle,10,What is that mirror like ball in the sky?,40.7988889,-81.3786111,1990,13:35
52869,6/30/1990 24:00,circle,5,It was just siting there when i turned bak after 5 seconds it was gone,34.9530556,-120.4347222,1990,24:00
52867,6/30/1990 20:30,triangle,600,PHOENIX LIGHT OVER SCOTTSDALE IN 1991,33.5091667,-111.8983333,1990,20:30
48971,6/15/1990 24:00,circle,300,Three circle shape things?  in the shape of a rianle then they would circle and disappear,34.7047222,-85.2819444,1990,24:00
28919,2/28/1990 22:00,disk,1800,((HOAX??  Date is illogical))  Disc-shaped object witnessed.,33.4269444,-117.6111111,1990,22:00
36575,4/14/1990 06:30,circle,900,I AM FOURTY SEVEN&#44 BUT WAS IN MY MID THIRTIES AT THE TIME MY GIRLFRIEND AND MYSELF GOT UP EARLY ONE SPRING MORNING TO ENJOY THE NEW DAY,39.7683333,-86.1580556,1990,06:30
69184,8/24/1990 20:00,triangle,7200.0,8/24/1990 cherry valley&#44il. triangle observed for approx. 15min. then next thing sitting in car parked on side of road  missing 2hrs.,42.2347222,-88.9488889,1990,20:00
50304,6/20/1990 01:00,triangle,20,blazed along tree line then dissapeared.,47.5675000,-122.6313889,1990,01:00
66367,8/15/1990 03:00,triangle,5.0,Incredible flying triangle of immense proportions with unbelievable speed and eerie stealth&#33,33.7825,-117.2277778,1990,03:00
39292,4/27/1990 07:20,disk,5,Silver disc flies over mountain in New Mexico dawn April 27&#44 1990 seen by car driver.,34.1450000,-107.8430556,1990,07:20
2493,10/17/1990 01:30,triangle,600,A silent triangle close enough to hit with a thrown object,29.4747222,-81.1272222,1990,01:30
76030,9/20/1990 01:30,triangle,3600.0,lighted object with a strange motion.  May have been livestock involvment.,37.9444444,-87.4052778,1990,01:30
73396,9/1/1990 21:00,triangle,600.0,At the time I was about thirteen years old&#44 but I remember it well. We lived near  big apple orchard  and had just finished picking a b,42.4133333,-89.0091667,1990,21:00
74657,9/15/1990 21:00,triangle,600.0,The object seemed to be triangular in shape due to the setting of approx.7-8 red lights.It seemed to be larger than a football field&#44 n,41.4552778,-74.2630556,1990,21:00
48,10/10/1990 21:00,triangle,120,Translucent Craft that makes No Sound While Moving,31.7058333,-83.6533333,1990,21:00
48969,6/15/1990 20:00,triangle,1800,Triangles over the Golf Course,31.7586111,-106.4863889,1990,20:00
79675,9/7/1990 22:00,triangle,60.0,Evening sighting of UFO at two different locations.,39.1580556,-75.5247222,1990,22:00
74658,9/15/1990 21:00,disk,60.0,The huvering silent crafts lighs moved and focused on us befor it crossed the road and shot away in the night.,42.7130556,-85.4619444,1990,21:00
65249,8/12/1990 23:30,triangle,120,It was a very clear night&#44 so I went to do as I always do and climbed onto the roof of my carport to look at the stars with binoculars&#44,27.8002778,-97.3961111,1990,23:30
64898,8/1/1990 12:00,disk,60,while friend and I was going to sizzler to lunch something&#44 near Hill AirForce Base caught my attention&#44 something was going straight u,41.1108333,-112.0252778,1990,12:00
28482,2/25/1990 22:45,triangle,300,Siting of a triangular shaped UFO.,29.9972222,-98.0983333,1990,22:45
56760,7/15/1990 20:00,disk,120,Fully visible  flying saucer,39.7286111,-121.8363889,1990,20:00
73395,9/1/1990 21:00,triangle,120.0,I stood directly under a gigantic spacecraft no more than a couple hundred feet above my neighborhood.,36.8347222,-81.515,1990,21:00
73394,9/1/1990 06:30,circle,900.0,AS I WAS SITTING IN MY CAR WAITING FOR MY COWORKERS TO ARRIVE AT OUR CONSTRUCTION SITE&#44 I NOTICED A LIGHT IN THE DISTANCE THAT SEEM TO,39.1580556,-75.5247222,1990,06:30
5213,10/29/1990 07:00,disk,180,My freind and I seen a circular craft land.  It was there for at least a minute.  When it took off again&#44 it made a loud howling noise.,36.0583333,-90.4972222,1990,07:00
5655,10/31/1990 18:30,disk,60,I saw a saucer shaped&#44 somewhat transparent object moving through the air very slowly about 200 feet from my house for about 1 minute.,38.7366667,-76.5897222,1990,18:30
2692,10/18/1990 01:00,disk,14400,1000&#39s of neon  colored U.F.O.&#39s/Saucers in Sky at once.,35.3338889,-81.8652778,1990,01:00
66368,8/15/1990 21:30,triangle,360.0,Large triangular black craft with tiered colored party type lights&#44 Motionless&#44 noiseless over Lake Benbrook&#44 Texas.,32.6730556,-97.4602778,1990,21:30
9352,11/15/1990 03:00,triangle,600,Cousin and Boyfriend on the way home from work early in the morning saw a triangular craft that totally scared them both as it was just,33.0150000,-96.5386111,1990,03:00
21838,1/23/1990 20:00,triangle,60,The huge&#44 silent craft seemed not use aerodynamics like planes; too huge&#44 too slow to remain aloft.,37.5536111,-77.4605556,1990,20:00
47488,6/1/1990 22:00,disk,600,already did this&#44 forgot witness form,33.8702778,-117.9244444,1990,22:00
14308,1/14/1990 20:00,circle,30,I could feel vibrations from this bright circular light hovering above us&#33,37.3869444,-120.7225,1990,20:00
60524,7/29/1990 23:00,circle,60,It was looking at me&#44 stainless steel with equal rows of jets spaced in rows and at the end it changed colors,42.9177778,-90.2733333,1990,23:00
47487,6/1/1990 22:00,circle,300,test aircraft or ufo?,33.8702778,-117.9244444,1990,22:00
24823,1/6/1990 22:00,disk,1200,I was flying a Pan American A-300B4 (Airbus) from New York to Mexico City.  Our route took us directly over Biloxi&#44 Mississippi and the,29.9544444,-90.075,1990,22:00
44221,5/25/1990 10:00,circle,30,Sitting on bench at golf course&#44 looking up I saw round dark grey object not moving in the sky at cloud level. 4 times I looked down th,41.7205556,-74.6347222,1990,10:00
45454,5/4/1990 12:20,disk,10,i was surfing&#44 with another guy&#44 at County Line (across from Neptune&#39s Net)&#44 when it came out of the fog bank just offshore.,34.0050000,-118.8091667,1990,12:20
53808,6/6/1990 22:00,disk,600,Multi colored lights attached to saucer shaped craft at night,37.8455556,-83.8583333,1990,22:00
47486,6/1/1990 21:00,triangle,1200,Triangle shaped with lights moving slowly&#44 no sound,45.5947222,-121.1775,1990,21:00
31503,3/15/1990 22:00,disk,1800,It blacked out a large part of stars in sky...Huge&#33--black--silent--low flying--slowly over downtown--almost covered downtown(some 10-1,35.5952778,-77.5855556,1990,22:00
48965,6/15/1990 02:00,circle,300,CIRCLE OF APPROXIMATELY TEN LIGHTS SIGHTED HOVERING OVER  PERU&#44 INDIANA.,40.7536111,-86.0688889,1990,02:00
51857,6/26/1990 01:00,circle,120,It was at  tree top level and it was not a plane.  It was to low and i could tell it was round.,41.0580556,-74.7530556,1990,01:00
26591,2/15/1990 20:17,triangle,240,An object stops dead in it&#39s track&#33,42.0833333,-71.0188889,1990,20:17
47479,6/1/1990 12:00,disk,30,White disc makes sharp turns and then shoots up as fast as lightning.,39.7788889,-75.5986111,1990,12:00
47480,6/1/1990 12:00,disk,30,UFO in contact with commerical airliner,47.0980556,-122.2030556,1990,12:00
13752,11/30/1990 19:00,disk,600,On way to work&#44 parked car and upon exiting car observed a u.f.0. hovering at the far end of the parking lot ( no noise ).,40.2125000,-78.9291667,1990,19:00
62786,7/5/1990 17:00,disk,180,Alien Tests Soil.,41.8852778,-86.5894444,1990,17:00
56755,7/15/1990 04:30,disk,1800,While sitting on the top of a mountain something disk? rose from a group of trees&#44flew up straight ubove me&#44stopped&#44changed direction a,40.7608333,-111.8902778,1990,04:30
57734,7/18/1990 22:00,disk,600,At a stadium concert&#44 I and others saw a disk silently hover directly overhead&#44 and then accelerate away at great speed.,42.0347222,-93.6197222,1990,22:00
47476,6/1/1990 07:00,disk,60,i was ouside in the street walking to my car when the ground lighted up all around my i looked up and seen a ufo i could see it was sau,39.4272222,-75.2344444,1990,07:00
14688,1/15/1990 18:30,disk,900,Saucer shaped object with three layers&#44 very close encounter&#44 several witnesses&#44 most memorable event in my life.,40.5675000,-88.2477778,1990,18:30
55910,7/13/1990 22:00,triangle,120,Tringular object hovering silouhetted against bright starlit night. Country road where absolute dark was at the time (norm) 2 mile dirt,41.3358333,-71.9063889,1990,22:00
55304,7/1/1990 22:00,triangle,600,Triangular dark shape hovering above closed ammunition plant in Southern Indiana.,38.2775000,-85.7372222,1990,22:00
55298,7/1/1990 05:30,triangle,1800,LIndenhurst&#44 Long Island New York -- Triangular Craft,40.6866667,-73.3738889,1990,05:30
55296,7/1/1990 00:30,triangle,240,Triangle Craft Shaver Lake Ca.  Moved very slowly away from us but then shinned very bright light at us&#33,37.1041667,-119.3166667,1990,00:30
14686,1/15/1990 01:00,disk,900,Close encounter on the highway with a hovering craft / bright lights (white&#44 red and orange).,42.7341667,-90.4783333,1990,01:00
14687,1/15/1990 12:30,triangle,60,Hovering Black Triangle,34.9491667,-83.7575,1990,12:30
7640,11/10/1991 22:15,triangle,300,Triangular-shaped object hovers 30 to40 feet above car for five minutes.,37.6455556,-91.5358333,1991,22:15
52871,6/30/1991 00:00,triangle,1500,1991 - Bedford&#44 Pa-Triangular-3 Red Lights-Ship rotated to it&#39s side-20-25 minutes,40.0186111,-78.5041667,1991,00:00
57982,7/19/1991 21:30,triangle,60,dark triangular craft&#44 white lights on corners&#44 red light center underneath followed by a smaller&#44 disk shaped craft&#44 white lights arou,36.8527778,-75.9783333,1991,21:30
41163,5/10/1991 02:00,disk,600,Saucer lights up farmhouse&#44 tree&#44 and puts on a light show for two unsuspected teenagers.,40.7536111,-86.0688889,1991,02:00
73398,9/1/1991 01:00,triangle,600.0,Swaying round light at rooftop height between 2 houses and right above--a huge triangular black object--no sound. 500 Lights On Obj,32.4486111,-99.7327778,1991,01:00
53275,6/3/1991 22:00,disk,600,saw what we thought was a helicopter in trouble. disk was approx 35feet above ground and sitting motionless making no noise approx 40 f,41.8388889,-89.4794444,1991,22:00
19237,12/20/1991 20:00,disk,120,saucer shaped soundless object hovering with rectangular lights going around; as soon as on would go off&#44 the other would come on&#44,32.8405556,-83.6325,1991,20:00
73406,9/1/1991 19:00,circle,30.0,The object was absolutely solid as I observed it&#44 but appeared to fly thru the windows.,42.3583333,-71.0602778,1991,19:00
47492,6/1/1991 02:00,disk,25200,Loss of hours while driving to Yuma&#44 Az,32.7252778,-114.6236111,1991,02:00
77950,9/27/1991 01:00,triangle,480.0,Giant V-Shaped Craft,29.8830556,-97.9411111,1991,01:00
47497,6/1/1991 13:00,disk,1200,A disk shape object was spotted by my Dad while he was relax ing the back yard. He called to me sveral times .I thought he was pulling,40.7944444,-73.8188889,1991,13:00
47500,6/1/1991 18:00,circle,600,Three intensely bright red cirlcles in a triangular formation travelling in tanden as seemingly high speed,39.3641667,-74.4233333,1991,18:00
47502,6/1/1991 18:00,circle,300,A  silver circle shaped disk with a dome on top and a shield that opened and closed in a cloud on a sunny day in Warrenton Virginia,38.7133333,-77.7955556,1991,18:00
47503,6/1/1991 18:00,disk,259200,A UFO Experience of Time and Space in The Hi-Desert of Southern California,34.1141667,-116.4313889,1991,18:00
41328,5/11/1991 22:30,circle,120,Glowing white sphere moving rapidly west to east high rate of speed and absolutely silent. Phoenix PD confirmed sightings,33.4483333,-112.0733333,1991,22:30
63701,7/8/1991 19:00,triangle,360,Huge blasts of spinning lights (3) scanned at least an acre of land until they zeroed in on us and chased us under a tree where we hid.,30.2669444,-97.7427778,1991,19:00
58232,7/20/1991 04:00,triangle,30,silent   triangular shaped craft hovers  over me on ky I-75  in summer of 91,38.7827778,-84.6052778,1991,04:00
47498,6/1/1991 16:00,triangle,300,Huge Triangle UFO,40.7905556,-73.2022222,1991,16:00
61604,7/4/1991 22:00,circle,1800,A bright red ( round dot circle bubble luminous) UFO sphere splits into two&#44 then travels in opposite directions after splitting,38.2383333,-122.0391667,1991,22:00
46495,6/10/1991 23:35,circle,300,My Mother her boyfriend and myself seen a spaceship like the one from Close Encounters of the 3rd kind hovering for like 5 minutes,40.7258333,-73.5147222,1991,23:35
35076,3/7/1991 09:00,triangle,10,I first looked out the window and saw 10 black triangular objects in an eye formation. near a radio tower&#44 and  I and the other  3 memb,38.9783333,-76.4925,1991,09:00
47504,6/1/1991 19:00,disk,600,My wife 34&#44son 10 and his grandmother 68&#44saw a disk shaped object with lights hovering .5-1  mile up in the air near 14 mile and I-75 w,42.6055556,-83.15,1991,19:00
47506,6/1/1991 22:30,triangle,90,It was huge &#44 black &#44 with lights and totally silent and triangle shaped,44.8927778,-93.0347222,1991,22:30
44222,5/25/1991 21:00,disk,120,It sailed through the sky directly above our back yard without any kind of noise.,42.8744444,-71.1816667,1991,21:00
77508,9/25/1991 18:00,triangle,120.0,Traingular craft&#44 with a circle in it&#39s center&#44.  circular lights in the circle that rotated.,34.6833333,-82.8375,1991,18:00
63382,7/7/1991 21:50,triangle,1200,Around dusk&#44 Istood outside of my home&#44 and observed a light in the sky. During the time it took me to smoke a cigarette&#44 this object c,42.1305556,-71.0416667,1991,21:50
47509,6/1/1991 23:30,disk,120,UFO over Flint&#44 Michigan 1991,43.0125000,-83.6875,1991,23:30
52873,6/30/1991 14:30,disk,900,Flying Saucer from north (Canada) descends on Whitefish&#44 Montana&#44 hovers silently&#44 gone like a bullet.,48.4111111,-114.3366667,1991,14:30
63895,7/9/1991 01:00,triangle,300,Metalic triangle with crimson light in center&#44 hovered very slowly and noislessly over the trees and then came around in an arc and dis,42.6813889,-78.9755556,1991,01:00
20150,12/24/1991 23:59,circle,180,There was one circle shaped object in the sky by a tree in the back yard&#44  It had lights all around it. I left the room to get my husba,43.3361111,-85.8108333,1991,23:59
41577,5/1/1991 01:00,circle,300,In the summer of 1991 around the months of May to September&#44 the New York Post had a small paragragh printed&#44 that anyone who thought t,40.7141667,-74.0063889,1991,01:00
51633,6/25/1991 12:30,disk,180,Silver disk sighted hovering &amp;  moving slowly 0.5-1.0 mile above the ground in the area of Okanogan&#44 WA.,48.3613889,-119.5822222,1991,12:30
13182,11/27/1991 20:15,circle,120,Large object with two bright lights&#44 passed overhead silently. Half-circles connected by rectangle.,42.5294444,-83.7802778,1991,20:15
41581,5/1/1991 21:00,disk,60,My sister and I witnessed a disk shaped UFO with many colored lights hovering over the golf course we lived across from.,33.0800000,-83.2322222,1991,21:00
10882,1/1/1991 21:00,triangle,60,I was outside of the police station with my dog when I got this sudden urge to look up. I saw a black triangle flying really low and ma,34.5294444,-90.5916667,1991,21:00
48972,6/15/1991 03:30,disk,60,Disk&#44 super fast&#44 very low&#44 completely silent.,33.8080556,-84.1702778,1991,03:30
9360,11/15/1991 01:00,disk,1200,Metallic disc hovers near road in northeast pensacola,30.4211111,-87.2169444,1991,01:00
9359,11/15/1991 01:00,triangle,300,Clear night&#44 calm winds&#44 object triangular&#44 blue glow emanating all around&#44 flying at250 to 500 feet north to south direction no noise,38.8338889,-104.8208333,1991,01:00
48976,6/15/1991 22:00,triangle,15,Triangle Shaped object&#44 Glowing red outline.,36.7416667,-88.6366667,1991,22:00
1884,10/15/1991 03:00,disk,300,Round disk with lights,32.7177778,-100.9172222,1991,03:00
64906,8/1/1991 19:00,triangle,900,Two people view triangular hovering object.,33.4955556,-88.4272222,1991,19:00
61605,7/4/1991 23:00,disk,3600,It was summer&#44 I had my dauther who is now 17. I was at my father in law house looking trought the back door&#44 wich has an open view so,37.6922222,-97.3372222,1991,23:00
50,10/10/1991 22:00,triangle,600,We observed 3 triangular shaped high speed objects&#33,40.2736111,-76.8847222,1991,22:00
48974,6/15/1991 12:00,circle,1200,Round all silver circle with black dots on inner edges with two white lights near it,33.6602778,-117.9983333,1991,12:00
64902,8/1/1991 02:00,triangle,900,Object appearede as a bright light on horizon line then it moved toward us&#44 we knew then it was not a plane.,41.3958333,-72.8972222,1991,02:00
64901,8/1/1991 02:00,circle,120,spoked wheel flies in front of the moon,33.2469444,-95.8997222,1991,02:00
18047,12/14/1991 05:30,circle,30,bright light lit up the woods 5am while hunting.  ((NUFORC Note:  Possible meteor??  PD)),37.9513889,-86.7677778,1991,05:30
56768,7/15/1991 21:00,triangle,2700,Two witnesses observed triangular object made of hazy greenish lights speeding back and forth across the horizon.,29.7630556,-95.3630556,1991,21:00
590,10/1/1991 17:00,circle,900,Patterned disks over southern california sky.,33.7800000,-118.2616667,1991,17:00
10339,11/18/1991 01:00,triangle,300,triangle craft. one moving glowing blue at 250ft. The other hovering off a busy street . same altitude.3 wht lights 1 red center,38.8338889,-104.8208333,1991,01:00
56767,7/15/1991 12:00,disk,600,Classic saucer shaped object overhead at midday.,33.9202778,-80.3416667,1991,12:00
4990,10/28/1991 13:10,circle,900,It was a clear&#44 sunny day. My friend and I went for a neighborhood walk.  It was early afternoon.  My friend first noticed 3 round whit,34.0522222,-118.2427778,1991,13:10
8143,11/1/1991 21:00,disk,180,My TV went off and I felt that something or someone was &quot;fooling&quot; with me and watching me,33.7211111,-85.1455556,1991,21:00
592,10/1/1991 18:30,triangle,300,Triangular arrangements of lights appearing to begin to land on freeway&#44 miltary-ish cars mobilze around it,34.7463889,-92.2894444,1991,18:30
593,10/1/1991 20:30,disk,900,I saw a saucer shaped obiect with blue&#44 red&#44 green flashing lights on the way home from college.,36.1325000,-88.5186111,1991,20:30
67926,8/20/1991 16:00,disk,300.0,It was on a Saturday or Sunday afternoon and I was going on my break from work when I got into my car and my boss Bill started talking,38.9822222,-94.6705556,1991,16:00
56766,7/15/1991 12:00,disk,8,Rose Bowl Disks,34.1477778,-118.1436111,1991,12:00
11507,11/20/1991 15:00,triangle,900,Silver triangular craft hovering over highway,27.7000000,-80.9044444,1991,15:00
12486,11/23/1991 22:00,triangle,1325,The craft hovered above car for 3 to 5 minutes staying directly 30-50 feet in front of the car above the road.  Lowed itself infront of,37.6455556,-91.5358333,1991,22:00
21289,12/30/1991 00:00,circle,30,zigzag beeping object,43.3719444,-83.5833333,1991,00:00
66371,8/15/1991 03:00,disk,259200.0,When I was 16 years old I worked on my Dad&#8217;s vineyard. The ranch was a large ranch&#44 almost 1000 acres&#44 and was out in the middle of now,37.1230556,-120.2591667,1991,03:00
45151,5/31/1991 13:00,disk,15,Very low-flying&#44 metallic saucer-shaped craft with multi-colored panels by major Michigan roadway in daytime.,42.2722222,-84.9633333,1991,13:00
50306,6/20/1991 20:00,triangle,14400,1991 dover delaware.  triangular craft,39.1580556,-75.5247222,1991,20:00
79275,9/5/1991 22:00,triangle,2.0,My sister and  I saw a  massive&#44 silent&#44 v-shaped formation of bright white lights fly directly overhead.,42.5877778,-76.3672222,1991,22:00
55312,7/1/1991 01:00,triangle,600,My wife and I were driving home to Jamestown NY where we lived at the time from her parents in NJ traveling west on Route 17&#44 she was d,42.2175000,-78.2755556,1991,01:00
55314,7/1/1991 14:00,disk,420,I was at action park in mount vernon New Jersey in the wading pool And was looking up for the blue skies. What I say Was the 3 Ships mo,40.9125000,-73.8375,1991,14:00
55316,7/1/1991 22:00,circle,600,Star like UFO hovers and then zooms across the sky.,41.0127778,-81.6052778,1991,22:00
55317,7/1/1991 22:00,disk,1325,On the night of a meteor shower around 6-8 years ago from this date&#44 a friend and I witness what we believe was 4 unidentified spacecra,42.7622222,-84.8963889,1991,22:00
56770,7/15/1991 22:00,triangle,4,Triangle or V of lights traveling fast and low with no sound at all.,47.7166667,-104.1558333,1991,22:00
36028,4/1/1991 00:30,triangle,3600,Three orange lights,37.6922222,-97.3372222,1991,00:30
30174,3/10/1991 03:00,disk,600,Saucer Shaped Craft Followed Me,43.6136111,-116.2025,1991,03:00
35811,4/11/1991 13:00,triangle,240,UFO over Hammond.,41.5833333,-87.5,1991,13:00
55319,7/1/1991 23:00,triangle,240,flying triangle in fulton county illinois (1991),40.4933333,-90.0486111,1991,23:00
5656,10/31/1991 13:30,circle,45,Two glowing translucent spheres chasing and playing &quot;tag&quot; in the trees&#44 one landed&#44 one flew away.,40.0150000,-105.27,1991,13:30
14309,1/14/1991 20:30,disk,120,strange object hovering over tree line over old railroad bridge.,42.8805556,-71.3277778,1991,20:30
36031,4/1/1991 21:00,disk,900,disk&#44 spheres,43.6883333,-70.7941667,1991,21:00
26597,2/15/1991 22:00,disk,300,I was taking my daughter home from the local hospital and i looked acrossed the street. I saw this circular or flat round shape with li,42.9633333,-85.6680556,1991,22:00
56769,7/15/1991 22:00,triangle,300,Very low flying triangle with lights on the corners&#44 large purple flash in the center&#44 two witnesses,41.3661111,-81.8544444,1991,22:00
8142,11/1/1991 10:00,triangle,300,A large&#44 low-hovering (not moving) craft with colored strobing lights around the bottom and it made no noise.,41.9866667,-83.8311111,1991,10:00
26596,2/15/1991 19:00,circle,180,First observed hovering above tree up close by my daughter age 11 &amp; her friend 12. Daughter saw window of air craft felt staired at but,39.7047222,-105.0808333,1991,19:00
8141,11/1/1991 03:00,triangle,7200,Triangle zigzagged.  Another shined light on us. Others jetted to horizon.,41.8297222,-86.2541667,1991,03:00
37126,4/16/1992 12:00,disk,3600,Strange Witness Encounter: Famous Shootdown of US Aircraft by UFO,36.9902778,-86.4436111,1992,12:00
54636,7/10/1992 23:00,circle,15,Spinning circle in the sky,37.6391667,-120.9958333,1992,23:00
77095,9/23/1992 02:34,triangle,120.0,MY DAD had a deck beside the House&#44 where i occasionaly sit &amp; watch the stars at Night I sometimes go out to look at the stars once or,32.5436111,-86.2119444,1992,02:34
79482,9/6/1992 01:30,circle,600.0,at first there were window size lights&#44 then a round lighted object&#44 then the round object by itself that shot from ground level to the,46.2272222,-116.0283333,1992,01:30
70560,8/30/1992 23:59,disk,1200.0,THE NIGHT BEFORE THE SIGHTING MY GIRLFRIEND AND I WERE WALKING OUTSIDE OUR APARTMENT COMMUNITY WHEN I POINTED OUT A CROSS IN FRONT OF T,40.0977778,-74.2180556,1992,23:59
37338,4/17/1992 23:45,disk,300,One Disk shaped object with many colored lights.,45.7833333,-108.5,1992,23:45
78844,9/3/1992 19:00,disk,540.0,multiple saucers&#44 there and gone.,34.2255556,-77.945,1992,19:00
71548,8/5/1992 23:00,triangle,10.0,Mystery lights flew over my home and car within 60 feet of the ground.,44.3883333,-73.8158333,1992,23:00
31507,3/15/1992 15:30,disk,600,UFO Saucer was seen hovering beyond trees as we were driving towards home and then disappeared.,27.9472222,-82.4586111,1992,15:30
54634,7/10/1992 22:00,triangle,900,The object glided quietly above us&#44 while we were in the pool on Summer in 1992,29.7630556,-95.3630556,1992,22:00
66376,8/15/1992 22:00,triangle,300.0,Large Triangle,40.3641667,-74.9516667,1992,22:00
47510,6/1/1992 00:00,triangle,180,The triangle of orange dots in the distance was suddenly a large mechanical mass hovering above me as I felt my heals leave the ground.,40.1744444,-74.9230556,1992,00:00
36851,4/15/1992 14:00,disk,1200,UFO  sited in MY own yard ... the world felt like it stopped&#33&#33&#33&#33&#33&#33,36.8352778,-76.2986111,1992,14:00
79276,9/5/1992 01:30,circle,600.0,maybe a  somewhat round craft with three large lights per side&#44 with a seperate round craft,46.2272222,-116.0283333,1992,01:30
55322,7/1/1992 20:00,triangle,120,Triangular ship with bright white lights and complex outer body.,33.0183333,-80.1758333,1992,20:00
42397,5/15/1992 22:00,circle,240,white light,41.8338889,-75.8775,1992,22:00
26598,2/15/1992 20:00,triangle,1800,TRIANGULAR CRAFT NEAR WRIGHT PATTERSON AFB&#44 WINTER 1992,40.0888889,-82.6125,1992,20:00
73808,9/12/1992 19:00,triangle,1200.0,The triangle craft hovered silently just over the tree line. It was just before dark and the sky was clear.,39.6988889,-78.18,1992,19:00
3980,10/23/1992 09:00,circle,300,Military hiding UFO at training camp.,30.1658333,-81.7066667,1992,09:00
66379,8/15/1992 23:00,circle,300.0,traveling downhill out of Limerick I saw a huge solid globe emitting light around it&#44 standing still in the sky.,43.6883333,-70.7941667,1992,23:00
13183,11/27/1992 19:50,disk,120,Drove right underneath a UFO while on the freeway--saw 3 more UFOs,39.9611111,-82.9988889,1992,19:50
9364,11/15/1992 20:00,triangle,900,Slow moving large triangle craft seen at close range&#44 1 white light in front 2 red in back&#44 Low hum.,45.1277778,-87.2469444,1992,20:00
47526,6/1/1992 24:00,disk,180,Round object&#44 appearing the undeside of a suacer&#44 hovered near me&#44 then silently &quot;whisked&quot;off across the sky at an amazing speed.,34.5644444,-92.5866667,1992,24:00
47525,6/1/1992 23:30,triangle,10,A dark&#44 triangular low flying object passed over my house in  Yardley Pa. in the summer of 1992,40.2455556,-74.8463889,1992,23:30
47519,6/1/1992 19:30,triangle,420,Flash of blue energy followed by an object sighting. 500 Lights On Object0: Yes,39.2758333,-121.6588889,1992,19:30
67368,8/18/1992 02:00,disk,60.0,UFO outside window&#44 waits in backyard,32.4608333,-84.9877778,1992,02:00
8846,11/13/1992 19:00,triangle,7200,6+ships,46.0647222,-118.3419444,1992,19:00
78593,9/30/1992 20:00,disk,60.0,Fair Oaks&#44 CA 1990&#39s UFO Sighting,38.6447222,-121.2711111,1992,20:00
60746,7/30/1992 22:00,disk,120,A huge disc with rotating&#44 iridescent flashing lights (as a strip around the craft) swooped in and hovered above us.,38.9777778,-77.0077778,1992,22:00
58954,7/22/1992 17:00,circle,300,Both UFO&#39s left very quickly as they came,34.0536111,-85.255,1992,17:00
55324,7/1/1992 22:00,triangle,300,Triangle UFO in Garland&#44 TX in 1992,32.9125000,-96.6386111,1992,22:00
2286,10/16/1992 23:00,disk,120,Bright light on small disc craft January &amp; October 1992 Bates &amp; McKee Pittsburgh&#44 PA,40.4405556,-79.9961111,1992,23:00
22480,1/25/1992 17:00,disk,180,A disk hoovered above the house I was staying at and then shot quickely out of sight.,40.0591667,-74.1375,1992,17:00
57736,7/18/1992 05:00,disk,1800,I had the most vivid dreams two consecutive nights in mid-July 1992. I wonder if you have a record of a plethora of reports of abductio,34.1394444,-117.9763889,1992,05:00
41827,5/12/1992 01:00,triangle,300,MY UNCLE AND I WERE MOVING THAT NIGHT.  WE WERE ON OUR WAY BACK TO THE OLD APT IT WAS ABOUT 1:00AM  AND MY UNCLE AND I WERE DRIVING DOW,29.7630556,-95.3630556,1992,01:00
38766,4/24/1992 04:30,disk,120,GLOWING OBJECT HOVERING ABOVE THE TREELINE AND HOUSES,42.7158333,-78.8297222,1992,04:30
43304,5/20/1992 14:00,circle,300,Circular&#44 2 storys&#44 rotating mirrored windows,37.6811111,-122.1233333,1992,14:00
15180,11/6/1992 15:30,disk,600,saucer approached jerseyville boy only 60 feet away and 30f feet above ground.,39.1200000,-90.3283333,1992,15:30
48984,6/15/1992 16:30,triangle,14400,standing directly under craft for period of time&#44 lost time&#44  1hr trip took 4hr&#39s.,39.2550000,-90.0630556,1992,16:30
48986,6/15/1992 20:00,triangle,180,I and my brother were sitting on swings in aschool playground when a trianguler shaped object appiered.,44.8613889,-92.6236111,1992,20:00
48988,6/15/1992 21:00,circle,600,Moving Yellow Lights awaken me on third floor,40.8066667,-74.1858333,1992,21:00
77509,9/25/1992 19:00,disk,900.0,We saw what we thought was an eclipsed moon&#44 at first. Saucer craft remained motionless in the sky.,34.0122222,-117.6880556,1992,19:00
63702,7/8/1992 22:00,circle,600,My family saw a ufo in a distance over the hills and then in a instant it was over us and our home.,46.1383333,-122.9369444,1992,22:00
73411,9/1/1992 22:00,triangle,300.0,black triangle over &quot;Tesla&quot; concert  in Noblesville&#44IN 1992,40.0455556,-86.0086111,1992,22:00
73410,9/1/1992 21:00,triangle,30.0,triangle pulsating ufo shot from many miles away stopped instantly&#44spinning and moving slowly over houses,42.0255556,-88.1783333,1992,21:00
28759,2/27/1992 02:00,circle,1800,me despertaron era algo increible a la manana sigiente le conte ami esposo y a mi hija y me dieron por loca por eso decidi callar hasta,38.5816667,-121.4933333,1992,02:00
65888,8/14/1992 20:00,triangle,600.0,Object was a black triangle with 3 spot lights in the corners&#44 100 yrds above the trees&#44 hovering and silent.,38.5788889,-122.5786111,1992,20:00
